"BBL","Address","Initial Benefit Year","Exemption Years","Tax Year","Total # of MCIs","# of MCIs Granted in Full or Partial","# of MCIs Granted in Full","# of MCIs Denied"
4030840020,"97-50 QUEENS BLVD",1990,14,2000,3,3,1,0
4030850008,"64-20 SAUNDERS ST",1990,14,2000,8,6,4,1
4030850055,"64-85 BOOTH ST",1993,14,2000,2,2,0,0
4030870007,"65-44 SAUNDERS ST",2000,14,2000,5,4,2,0
4030870033,"96-09 66TH AVE",1992,14,2000,1,1,0,0
4030870052,"65-65 BOOTH ST",1993,14,2000,3,2,1,1
4030950081,"94-01 64TH RD",1990,14,2000,2,2,0,0
4030970038,"64-85 WETHEROLE ST",1990,14,2000,4,3,2,1
4030990025,"65-70 BOOTH ST",1989,14,2000,1,1,0,0
4031090037,"63-53 HARING ST",1993,14,2000,1,1,0,0
4031100031,"89-11 63RD DR",1993,14,2000,4,1,0,3
4031110024,"88-11 63RD DR",1994,14,2000,2,2,0,0
4031170001,"88-04 63RD DR",1993,14,2000,1,1,0,0
4031170024,"90-02 63RD DR",1997,14,2000,1,1,0,0
4031550027,"98-01 67TH AVE",1998,14,2000,4,4,4,0
4031560114,"66-20 WETHEROLE ST",1999,14,2000,1,1,1,0
4031560133,"98-05 67TH AVE",1998,14,2000,6,4,4,1
4031660107,"67-41 BURNS ST",1990,14,2000,1,1,1,0
4031670028,"67-76 BOOTH ST",1991,14,2000,1,1,0,0
4031680013,"98-30 67TH AVE",1997,14,2000,4,4,4,0
4031700001,"100-11 67TH RD",1990,14,2000,1,1,1,0
4031710001,"101-01 67TH DR",1992,14,2000,5,5,3,0
4031730013,"101-06 67TH DR",1989,14,2000,1,1,0,0
4031730055,"103-11 68TH DR",1997,14,2000,2,2,1,0
4031750001,"104-60 QUEENS BLVD",1997,14,2000,4,2,0,1
4031790020,"68-20 SELFRIDGE ST",1993,14,2000,1,1,1,0
4032340051,"68-09 BURNS ST",1992,14,2000,1,1,0,0
4032910001,"73-20 AUSTIN ST",1990,14,2000,1,1,0,0
4032920001,"109-14 ASCAN AVE",1993,14,2000,1,1,1,0
4032920028,"110-21 73RD RD",1990,14,2000,1,1,0,0
4032930050,"111-15 75TH AVE",1994,14,2000,1,1,0,0
4033160010,"117-14 UNION TPKE",1991,14,2000,1,1,1,0
4033210018,"83-10 118TH ST",1993,14,2000,1,1,0,0
4033210037,"83-46 118TH ST",1992,14,2000,3,2,1,1
4033210061,"83-31 TO 83-47 116TH ST",1995,14,2000,2,1,0,0
4033220001,"118-18 METROPOLITAN AVE",1991,14,2000,1,1,1,0
4033220040,"83-57 118TH ST",1991,14,2000,3,3,0,0
4033220105,"118-80 METROPOLITAN AVE",1989,14,2000,2,2,1,0
4033220112,"83-26 LEFFERTS BLVD",1991,14,2000,5,3,2,1
4033220119,"83-34 LEFFERTS BLVD",1997,14,2000,1,1,1,0
4033220123,"83-44 LEFFERTS BLVD",1998,14,2000,1,1,1,0
4033220156,"83-75 118TH ST",1994,14,2000,1,1,1,0
4033290057,"118-65 METROPOLITAN AVE",2000,14,2000,1,1,1,0
4033320013,"120-32 83RD AVE",1991,14,2000,2,2,1,0
4033340058,"75-40 AUSTIN ST",1991,14,2000,2,2,0,0
4033340292,"77-34 AUSTIN ST",1992,14,2000,3,1,0,1
4033340299,"77-44 TO 77-54 AUSTIN ST",1991,14,2000,1,1,0,0
4033350008,"80-15 GRENFELL ST",1992,14,2000,1,1,1,0
4033350030,"80-12 AUSTIN ST",1991,14,2000,5,5,4,0
4033400013,"111-32 76TH AVE",1998,14,2000,3,3,2,0
4033410001,"111-10 76TH RD",1989,14,2000,1,1,1,0
4033410016,"111-50 76TH RD",1990,14,2000,1,1,1,0
4033410024,"114-06 QUEENS BLVD",1991,14,2000,1,1,1,0
4033420022,"111-46 76TH DR",1997,14,2000,1,1,1,0
4033420037,"111-55 77TH AVE",1991,14,2000,2,1,1,1
4033470054,"78-11 KEW FOREST LN",1990,14,2000,1,1,1,0
4033530001,"82-67 AUSTIN ST",1998,14,2000,1,1,0,0
4033530059,"80-40 LEFFERTS BLVD",1996,14,2000,2,2,1,0
4033570012,"84-09 TALBOT ST",1993,14,2000,2,1,1,0
4033580052,"41 KEW GARDENS RD",1993,14,2000,3,3,2,0
4033920012,"603 WOODWARD AVE",1999,14,2000,1,1,1,0
4034470034,"1691 GATES AVE",1997,14,2000,2,2,1,0
4034570006,"1702 WOODBINE ST",1998,14,2000,1,1,0,0
4034700037,"1873 MADISON ST",2000,14,2000,2,2,2,0
4034710016,"1868 MADISON ST",1994,14,2000,1,1,1,0
4034860061,"20-17 PALMETTO ST",1999,14,2000,1,1,1,0
4035540077,"1647 SUMMERFIELD ST",1989,14,2000,2,2,1,0
4036130045,"61-27 WOODBINE ST",1994,14,2000,1,1,0,0
4036480028,"70-41 66TH ST",1993,14,2000,2,2,2,0
4042560030,"25-60 COLLEGE POINT BLVD",1989,14,2000,1,1,1,0
4044650175,"13-39 146TH PL",1993,14,2000,1,1,1,0
4045740104,"166-41 POWELLS COVE BLVD",1989,14,2000,1,1,0,0
4045880001,"7-15 162ND ST",1989,14,2000,1,1,0,0
4045880023,"162-10 POWELLS COVE BLVD",1989,14,2000,1,1,0,0
4045880024,"162-30 POWELLS COVE BLVD",1989,14,2000,1,1,0,0
4045880036,"7-04 166TH ST",1990,14,2000,1,1,0,0
4045880038,"7-24 166TH ST",1989,14,2000,1,1,0,0
4045880051,"162-31 9TH AVE",1989,14,2000,1,1,0,0
4045880052,"162-11 9TH AVE",1989,14,2000,1,1,0,0
4045910066,"11-01 162ND ST",1989,14,2000,1,1,0,0
4045910075,"10-21 162ND ST",1990,14,2000,1,1,0,0
4045910082,"10-11 162ND ST",1989,14,2000,1,1,0,0
4045910083,"9-05 162ND ST",1989,14,2000,1,1,0,0
4045910096,"10-01 162ND ST",1989,14,2000,1,1,0,0
4045910103,"162-20 9TH AVE",1989,14,2000,1,1,0,0
4045910109,"162-40 9TH AVE",1989,14,2000,1,1,0,0
4045910118,"9-20 166TH ST",1989,14,2000,1,1,0,0
4045910129,"10-10 166TH ST",1991,14,2000,1,1,0,0
4045910135,"10-24 166TH ST",1990,14,2000,1,1,0,0
4046020030,"9-05 166TH ST",1989,14,2000,1,1,0,0
4046020034,"9-15 166TH ST",1989,14,2000,1,1,0,0
4046020110,"168-11 12TH AVE",1996,14,2000,1,1,0,0
4046020119,"168-01 12TH AVE",1989,14,2000,1,1,0,0
4046020120,"167-15 12TH AVE",1989,14,2000,1,1,0,0
4046020125,"167-05 12TH AVE",1989,14,2000,1,1,0,0
4046020131,"166-25 12TH AVE",1989,14,2000,1,1,0,0
4046030002,"7-25 166TH ST",1990,14,2000,1,1,0,0
4046030018,"166-10 POWELLS COVE BLVD",1989,14,2000,1,1,0,0
4046030019,"166-26 POWELLS COVE BLVD",1989,14,2000,1,1,0,0
4046030032,"166-40 POWELLS COVE BLVD",1989,14,2000,1,1,0,0
4046030034,"166-35 9TH AVE",1989,14,2000,1,1,0,0
4046030048,"166-31 9TH AVE",1989,14,2000,1,1,0,0
4046770005,"149-15 TO 149-35 25TH AVE",1995,14,2000,1,1,0,0
4048050040,"148-25 29TH AVE",1996,14,2000,2,1,1,1
4048070041,"29-01 TO 29-03 148TH ST",1989,14,2000,4,2,0,0
4049560013,"139-06 TO 139-18 34TH RD",1989,14,2000,4,3,3,1
4049950001,"34-15 PARSONS BLVD",1995,14,2000,5,1,1,3
4049950073,"144-27 35TH AVE",1991,14,2000,2,2,0,0
4050030019,"144-30 TO 144-32 35TH AVE",1990,14,2000,3,2,0,0
4050050064,"147-15 TO 147-19 NORTHERN BLVD",1989,14,2000,2,1,1,0
4050070022,"35-10 150TH ST",1989,14,2000,1,1,1,0
4050100055,"36-20 BOWNE ST",1992,14,2000,1,1,0,0
4050130016,"143-20 37TH AVE",1989,14,2000,1,1,1,0
4050200001,"142-05 ROOSEVELT AVE",1990,14,2000,3,3,1,0
4050210001,"142-01 41ST AVE",1992,14,2000,3,3,1,0
4050210031,"142-41 41ST AVE",1992,14,2000,1,1,0,0
4050230007,"143-08 ROOSEVELT AVE",1990,14,2000,1,1,0,0
4050230045,"143-25 41ST AVE",1990,14,2000,3,3,1,0
4050240080,"144-25 ROOSEVELT AVE",1996,14,2000,2,2,0,0
4050250050,"144-67 TO 144-87 41ST AVE",1989,14,2000,10,10,6,0
4050400027,"132-48 41ST RD",1989,14,2000,6,4,2,0
4050420066,"133-17 SANFORD AVE",1990,14,2000,2,2,2,0
4050460006,"142-12 41ST AVE",1995,14,2000,1,1,0,0
4050480025,"143-48 41ST AVE",1997,14,2000,2,2,1,0
4050490038,"143-45 SANFORD AVE",1996,14,2000,2,2,1,0
4050500004,"41-11 PARSONS BLVD",2000,14,2000,1,1,1,0
4050510020,"144-35 TO 144-45 SANFORD AVE",1990,14,2000,4,4,3,0
4050550010,"149-07 SANFORD AVE",1991,14,2000,1,1,0,0
4050550013,"149-03 SANFORD AVE",1992,14,2000,1,1,0,0
4051010001,"132-09 MAPLE AVE",1994,14,2000,1,1,1,0
4051010042,"41-90 FRAME PL",1991,14,2000,1,1,1,0
4051010061,"132-25 MAPLE AVE",1993,14,2000,3,2,1,0
4051010071,"132-17 MAPLE AVE",1994,14,2000,1,1,1,0
4051020015,"132-24 MAPLE AVE",1994,14,2000,1,1,1,0
4051230061,"42-60 MAIN ST",1990,14,2000,1,1,0,0
4051360008,"42-10 COLDEN ST",1989,14,2000,4,4,2,0
4051370005,"43-23 COLDEN ST",1990,14,2000,1,1,1,0
4051370084,"43-32 KISSENA BLVD",1994,14,2000,1,1,1,0
4051370093,"43-44 KISSENA BLVD",1995,14,2000,2,2,2,0
4051460001,"45-15 COLDEN ST",2000,14,2000,5,5,4,0
4051460036,"45-10 TO 45-28 KISSENA BLVD",1995,14,2000,2,2,1,0
4051820015,"142-02 FRANKLIN AVE",1993,14,2000,1,1,1,0
4051860024,"140-40 BEECH AVE",1992,14,2000,1,1,1,0
4051860029,"140-60 BEECH AVE",1993,14,2000,1,1,0,0
4051900014,"42-66 PHLOX PL",1990,14,2000,2,1,0,1
4052110007,"46-06 SMART ST",1989,14,2000,4,3,3,0
4052360029,"151-09 34TH AVE",1989,14,2000,1,1,0,0
4052370030,"34-02 153RD ST",1997,14,2000,2,2,1,0
4052870020,"36-14 165TH ST",2000,14,2000,4,3,2,1
4052940006,"36-35 167TH ST",1990,14,2000,2,2,2,0
4052940013,"36-19 167TH ST",1993,14,2000,1,1,1,0
4053060018,"35-01 TO 35-09 191ST ST",2000,14,2000,1,1,0,0
4057750023,"15-20 202ND ST",1992,14,2000,3,3,2,0
4058720002,"211-65 23RD AVE",1991,14,2000,5,4,2,0
4058780050,"18-35 CORPORAL KENNEDY ST",1990,14,2000,5,5,2,0
4059380005,"18-05 215TH ST",1994,14,2000,1,1,0,0
4061720006,"36-06 TO 36-24 BELL BLVD",1991,14,2000,1,1,1,0
4062040014,"40-45 201ST ST",1997,14,2000,1,1,0,0
4062060001,"203-05 TO 203-15 42ND AVE",1991,34,2000,1,1,1,0
4062160001,"209-10 41ST AVE",1991,14,2000,2,2,1,0
4062270338,"211-01 TO 211-11 42ND AVE",1997,14,2000,5,3,3,0
4062330034,"38-24 213TH ST",1991,14,2000,2,2,1,0
4062600032,"202-09 43RD AVE",1990,14,2000,6,6,6,0
4062680001,"204-06 TO 204-16 43RD AVE",1991,14,2000,1,1,1,0
4062770002,"210-01 TO 210-05 43RD AVE",1998,14,2000,2,2,2,0
4062770050,"42-34 TO 42-40 212TH ST",1997,14,2000,2,2,2,0
4062800001,"43-06 TO 43-10 210TH ST",1997,14,2000,4,4,3,0
4062810001,"210-02 TO 210-06 43RD AVE",1997,14,2000,1,1,1,0
4066910011,"79-04 149TH ST",2000,14,2000,1,1,1,0
4067110027,"150-15 79TH AVE",1992,14,2000,1,1,1,0
4067120001,"79-25 150TH ST",1993,14,2000,3,3,3,0
4071150002,"67-09 186TH LN",1997,14,2000,4,4,3,0
4071170002,"188-02 71ST CRES",1997,14,2000,3,3,2,0
4071170003,"67-00 192ND ST",1997,14,2000,4,4,0,0
4071170006,"198-01 67TH AVE",1991,14,2000,1,1,1,0
4071170008,"192-20 67TH AVE",1991,14,2000,1,1,1,0
4071170300,"60-20 194TH ST",1997,14,2000,1,1,1,0
4074740050,"220-55 46TH AVE",1992,14,2000,1,1,0,0
4077320002,"213-01 TO 213-05 75TH AVE",1990,14,2000,6,3,3,3
4077320150,"211-01 TO 211-05 75TH AVE",1990,14,2000,2,2,1,0
4077380001,"73-03 TO 73-11 BELL BLVD",1990,14,2000,1,1,0,0
4077480400,"211-02 TO 211-06 75TH AVE",1990,14,2000,2,1,1,1
4077480500,"75-34 TO 75-36 BELL BLVD",1990,14,2000,4,3,1,1
4080920005,"43-60 DOUGLASTON PKWY",2000,14,2000,1,1,1,0
4081070024,"43-25 DOUGLASTON PKWY",1990,14,2000,1,1,0,0
4088470214,"85-50 FOREST PKWY",1997,14,2000,2,2,1,0
4088470357,"86-02 FOREST PKWY",1995,14,2000,2,2,0,0
4088570075,"84-25 85TH RD",1993,14,2000,3,3,0,0
4089320033,"90-19 88TH AVE",1993,14,2000,1,1,0,0
4090710097,"99-09 95TH ST",1991,14,2000,3,2,2,0
4091040038,"97-05 103RD AVE",1989,14,2000,1,1,0,0
4092300074,"119-21 METROPOLITAN AVE",1990,14,2000,3,1,1,2
4092450240,"84-50 AUSTIN ST",1996,14,2000,2,2,0,0
4092450300,"84-20 AUSTIN ST",1989,14,2000,2,2,1,0
4092650006,"85-10 120TH ST",1997,14,2000,3,3,3,0
4092660045,"85-25 120TH ST",1992,14,2000,1,1,0,0
4092880082,"87-17 102ND ST",1993,14,2000,1,1,1,0
4093000105,"87-50 111TH ST",1989,14,2000,2,1,0,1
4093040011,"87-24 115TH ST",1992,14,2000,2,2,1,0
4093170061,"91-02 111TH ST",1995,14,2000,1,1,1,0
4095370014,"104-20 115TH ST",1997,14,2000,1,1,0,0
4095580046,"103-35 120TH ST",1998,14,2000,2,2,2,0
4096210001,"134-20 87TH AVE",1998,14,2000,2,2,2,0
4096310241,"123-60 83RD AVE",1990,14,2000,4,2,1,1
4096490053,"85-02 139TH ST",1992,14,2000,1,1,1,0
4096630002,"80-08 135TH ST",1992,14,2000,7,6,2,0
4096680005,"135-20 82ND AVE",1998,14,2000,1,1,0,0
4096770167,"147-28 90TH AVE",1988,14,2000,1,1,1,0
4096780042,"90-10 149TH ST",1995,14,2000,3,1,1,2
4096780112,"90-36 149TH ST",1992,14,2000,3,3,2,0
4096800018,"89-04 148TH ST",1996,14,2000,2,2,1,0
4096860015,"144-06 88TH AVE",1991,14,2000,2,2,1,0
4096930019,"148-28 88TH AVE",1990,14,2000,2,2,1,0
4096930038,"88-18 150TH ST",1991,14,2000,4,4,3,0
4096930042,"148-45 89TH AVE",1995,14,2000,2,2,0,0
4097100037,"139-60 TO 139-80 85TH DR",1998,14,2000,3,3,1,0
4097120102,"141-35 TO 141-65 85TH RD",1998,14,2000,3,3,1,0
4097120169,"142-20 84TH DR",1993,14,2000,1,1,0,0
4097130102,"140-18 BURDEN CRES",1991,14,2000,1,1,1,0
4097130163,"140-17 84TH DR",1992,14,2000,1,1,1,0
4097150146,"141-30 PERSHING CRES",1992,14,2000,3,3,2,0
4097160126,"142-10 HOOVER AVE",1992,14,2000,2,2,1,0
4097180002,"84-01 MAIN ST",1993,14,2000,1,1,1,0
4097190002,"141-10 82ND DR",1995,14,2000,2,2,0,0
4097270041,"150-75 87TH AVE",1999,14,2000,1,1,1,0
4097530015,"90-05 153RD ST",1994,14,2000,2,2,2,0
4097550050,"155-01 90TH AVE",1991,14,2000,1,1,1,0
4097580006,"89-15 PARSONS BLVD",1996,14,2000,1,1,0,0
4097580021,"160-10 89TH AVE",1997,14,2000,1,1,0,0
4097610048,"162-20 89TH AVE",1991,14,2000,2,2,1,0
4097930033,"89-29 163RD ST",1989,14,2000,3,3,2,0
4098000001,"90-20 169TH ST",1990,14,2000,1,1,0,0
4098030024,"89-00 170TH ST",1999,14,2000,2,2,0,0
4098140001,"164-03 89TH AVE",1991,14,2000,2,1,0,1
4098140006,"88-35 164TH ST",1992,14,2000,1,1,0,0
4098170006,"88-05 MERRICK BLVD",1991,14,2000,2,2,2,0
4098200038,"168-36 88TH AVE",1995,14,2000,2,1,0,0
4098200049,"168-42 88TH AVE",1990,14,2000,2,2,1,0
4098230009,"169-04 88TH AVE",1995,14,2000,2,2,2,0
4098340041,"175-45 88TH AVE",1991,14,2000,1,1,1,0
4098370044,"87-15 165TH ST",2000,14,2000,1,1,0,0
4098380062,"87-50 167TH ST",1991,14,2000,4,3,2,0
4098440005,"170-10 CEDARCROFT RD",1991,14,2000,2,1,0,1
4098450086,"172-90 HIGHLAND AVE",1989,14,2000,1,1,0,0
4098840032,"86-15 AVA PL",1991,14,2000,1,1,0,0
4099370042,"87-24 MIDLAND PKWY",1990,14,2000,1,1,1,0
4099440001,"87-01 MIDLAND PKWY",1992,14,2000,2,2,2,0
4099500057,"183-11 HILLSIDE AVE",1989,14,2000,2,1,1,1
4099510011,"182-25 WEXFORD TER",1990,14,2000,1,1,0,0
4099600005,"187-35 HILLSIDE AVE",1993,14,2000,4,4,2,0
4099780001,"138-28 TO 138-32 90TH AVE",1995,14,2000,1,1,0,0
4099780034,"90-25 138TH PL",1999,14,2000,1,1,1,0
4099780038,"90-15 138TH PL",1995,14,2000,1,1,0,0
4104610086,"88-19 193RD ST",1998,14,2000,3,1,1,2
4104990083,"188-30 TO 188-34 87TH DR",1993,14,2000,5,4,4,1
4105420103,"94-40 210TH ST",1991,14,2000,1,1,1,0
4106680001,"221-35 TO 221-41 90TH AVE",1997,14,2000,1,1,1,0
4106980006,"93-23 218TH ST",1990,14,2000,1,1,1,0
4107230001,"221-56 90TH AVE",1997,14,2000,1,1,1,0
4108140008,"224-10 JAMAICA AVE",1998,14,2000,2,2,1,0
4108210001,"91-61 193RD ST",1992,14,2000,2,2,1,0
4108210060,"91-32 TO 91-34 195TH ST",1999,14,2000,2,2,1,0
4108230031,"195-24 TO 195-30 JAMAICA AVE",1995,14,2000,1,1,0,0
4108240011,"92-06 196TH ST",1989,14,2000,3,3,2,0
4114460001,"84-09 155TH AVE",1989,14,2000,3,2,0,1
4114460012,"84-10 153RD AVE",1989,14,2000,1,1,0,0
4114460050,"84-40 153RD AVE",1989,14,2000,2,1,1,1
4115450026,"94-20 ALBERT RD",2000,14,2000,1,1,1,0
4130450001,"140-07 SPRINGFIELD BLVD",1991,14,2000,1,1,0,0
4130460006,"218-02 TO 218-20 141ST AVE",1991,14,2000,1,1,0,0
4155410017,"12-61 CENTRAL AVE",1998,14,2000,2,2,2,0
4155550001,"10-06 TO 10-20 NEILSON ST",1994,14,2000,3,3,3,0
4155560001,"10-12 NAMEOKE ST",1996,14,2000,1,1,0,0
4155560063,"1011 NEILSON ST",1996,14,2000,1,1,0,0
4155670021,"18-02 TO 18-06 GATEWAY BLVD",1991,14,2000,1,1,0,0
4155740020,"13-34 CAFFREY AVE",1995,14,2000,2,2,0,0
4156610012,"22-30 TO 22-40 MOTT AVE",1991,14,2000,1,1,0,0
4157390001,"1008 TO 1024 BAY 30TH ST",1993,14,2000,1,1,1,0
4157530072,"2311 CORNAGA AVE",1993,14,2000,1,1,1,0
4157620070,"22-11 NEW HAVEN AVE",2000,14,2000,2,2,2,0
4157710064,"439 BEACH 22ND ST",1994,14,2000,2,2,2,0
4157800020,"20-50 SEAGIRT BLVD",1989,14,2000,17,14,1,1
4157800100,"20-02 TO 20-06 SEAGIRT BLVD",1989,14,2000,10,9,0,0
4158100001,"20-21 TO 20-25 SEAGIRT BLVD",1989,14,2000,10,10,0,0
4158100071,"20-33 TO 20-35 SEAGIRT BLVD",1989,14,2000,6,6,0,0
4158150220,"20-45 SEAGIRT BLVD",1989,14,2000,13,11,0,1
4162160027,"120-10 ROCKAWAY BEACH BLVD",1993,14,2000,1,1,0,0
4162270037,"117-12 OCEAN PROMENADE",1992,14,2000,2,1,1,1
4162320045,"122-20 OCEAN PROMENADE",1990,14,2000,3,3,0,0
5003560312,"170 RAVENHURST AVE",1989,14,2000,1,1,1,0
5005890044,"630 VICTORY BLVD",1996,14,2000,3,3,1,0
5005890053,"610 VICTORY BLVD",1996,14,2000,5,4,3,0
5030030082,"20 TO 30 MERLE PL",1997,14,2000,1,1,1,0
2023430010,"424 GRAND CONCOURSE",1987,34,2000,1,1,0,0
2023430012,"430 GRAND CONCOURSE",1987,34,2000,1,1,0,0
2023770018,"432 E 156TH ST",1997,14,2000,2,1,1,1
2023980027,"395 E 151ST ST",1999,14,2000,1,1,1,0
2024210011,"904 MORRIS AVE",1990,14,2000,1,1,0,0
2024310001,"1230 TELLER AVE",1989,14,2000,4,2,1,1
2024350020,"1203 TO 1205 FINDLAY AVE",1994,14,2000,1,1,0,0
2024390044,"1270 MORRIS AVE",1992,14,2000,1,1,0,0
2024460003,"946 SHERMAN AVE",1989,14,2000,1,1,0,0
2024490064,"1185 MORRIS AVE",1990,14,2000,1,1,1,0
2024490068,"1175 MORRIS AVE",1989,14,2000,1,1,1,0
2024500048,"1235 MORRIS AVE",1996,14,2000,2,1,0,1
2024510005,"1056 SHERMAN AVE",1990,34,2000,1,1,0,0
2024520054,"230 E 167TH ST",1997,14,2000,4,4,2,0
2024530012,"1264 SHERIDAN AVE",1990,34,2000,2,1,1,1
2024530030,"1210 SHERMAN AVE",1990,14,2000,3,2,2,0
2024530035,"1226 SHERMAN AVE",1993,14,2000,3,3,2,0
2024530041,"1240 SHERMAN AVE",1989,14,2000,4,4,3,0
2024540019,"930 SHERIDAN AVE",1991,14,2000,3,2,1,0
2024550006,"960 SHERIDAN AVE",1990,14,2000,1,1,0,0
2024550014,"974 SHERIDAN AVE",1990,14,2000,2,2,2,0
2024550018,"984 SHERIDAN AVE",1994,14,2000,4,4,3,0
2024560001,"1050 CARROLL PL",1990,14,2000,1,1,1,0
2024560008,"1064 CARROLL PL",1990,14,2000,1,1,1,0
2024560095,"1103 TO 1105 SHERIDAN AVE",1990,34,2000,1,1,0,0
2024560150,"1160 TO 1174 GRAND CONCOURSE",1999,14,2000,1,1,1,0
2024560181,"185 MCCLELLAN ST",1991,14,2000,1,1,1,0
2024560222,"1188 SHERIDAN AVE",1997,14,2000,1,1,1,0
2024570004,"1220 GRAND CONCOURSE",1990,14,2000,1,1,1,0
2024570010,"1236 GRAND CONCOURSE",1996,14,2000,1,1,0,0
2024570017,"1250 GRAND CONCOURSE",1990,14,2000,1,1,1,0
2024570021,"214 E 168TH ST",1994,14,2000,1,1,1,0
2024580016,"730 GRAND CONCOURSE",2000,14,2000,2,1,0,0
2024580072,"760 GRAND CONCOURSE",1999,14,2000,1,1,1,0
2024610007,"930 GRAND CONCOURSE",1993,14,2000,4,2,1,1
2024610074,"955 SHERIDAN AVE",1991,14,2000,3,3,1,0
2024610111,"1011 CARROLL PL",1990,14,2000,1,1,0,0
2024630030,"1184 WALTON AVE",1997,14,2000,1,1,0,0
2024630046,"1197 GRAND CONCOURSE",1990,34,2000,1,1,1,0
2024650001,"111 E 167TH ST",1999,14,2000,4,2,0,2
2024650025,"1240 WALTON AVE",1988,34,2000,4,3,2,0
2024650034,"114 E 168TH ST",1993,14,2000,1,1,0,0
2024710050,"1001 GRAND CONCOURSE",1992,14,2000,3,1,0,1
2024730001,"690 GERARD AVE",1989,14,2000,4,3,2,1
2024730033,"751 WALTON AVE",1997,14,2000,4,2,2,2
2024740046,"865 WALTON AVE",1992,14,2000,2,2,1,0
2024760050,"911 WALTON AVE",1983,34,2000,1,1,1,0
2024770021,"1027 WALTON AVE",1994,34,2000,1,1,1,0
2024790042,"1155 WALTON AVE",1996,14,2000,2,2,0,0
2024810001,"1270 GERARD AVE",1996,14,2000,3,3,0,0
2024810011,"16 E 169TH ST",1989,14,2000,4,3,2,0
2024820060,"691 GERARD AVE",1994,14,2000,1,1,0,0
2024880041,"1165 GERARD AVE",1995,14,2000,2,2,1,0
2024890054,"1265 GERARD AVE",1991,14,2000,4,4,0,0
2025050046,"1130 ANDERSON AVE",1988,34,2000,1,1,1,0
2025050084,"1115 JEROME AVE",1991,14,2000,2,2,0,0
2025060134,"1337 EDWARD L GRANT HWY",1991,14,2000,4,4,0,0
2025060138,"1325 EDWARD L GRANT HWY",1991,14,2000,4,4,0,0
2025070001,"950 WOODYCREST AVE",2000,14,2000,1,1,1,0
2025110022,"939 WOODYCREST AVE",1991,14,2000,5,3,0,1
2025140036,"1065 NELSON AVE",1995,34,2000,1,1,0,0
2025280029,"1201 OGDEN AVE",1990,14,2000,2,1,1,0
2025770038,"480 CONCORD AVE",1990,14,2000,4,3,2,0
2025820022,"506 TO 512 TINTON AVE",1990,34,2000,1,1,0,0
2025820026,"514 TINTON AVE",1990,34,2000,1,1,0,0
2025820030,"520 TINTON AVE",1990,34,2000,1,1,0,0
2025820034,"526 TINTON AVE",1992,14,2000,2,2,2,0
2026150053,"1227 BOSTON RD",1994,34,2000,1,1,1,0
2026220057,"591 E 165TH ST",1993,34,2000,2,2,2,0
2026230054,"561 CAULDWELL AVE",1992,14,2000,1,1,0,0
2026230147,"600 TRINITY AVE",1990,34,2000,2,1,1,1
2026230151,"610 TRINITY AVE",1990,14,2000,5,5,3,0
2026230180,"620 TRINITY AVE",1992,14,2000,2,2,1,0
2026410036,"551 WALES AVE",1992,14,2000,1,1,1,0
2026620023,"1181 TINTON AVE",1991,34,2000,1,1,1,0
2026630009,"1226 BOSTON RD",1991,34,2000,1,1,1,0
2026900119,"850 E 164TH ST",1989,14,2000,1,1,1,0
2026960075,"830 TO 850 STEBBINS AVE",1988,14,2000,2,2,1,0
2027200001,"1015 TO 1017 LEGGETT AVE",1989,14,2000,1,1,1,0
2027630144,"754 COSTER ST",1990,34,2000,1,1,0,0
2027650078,"1202 SPOFFORD AVE",1997,14,2000,1,1,0,0
2027830042,"1365 FINDLAY AVE",1992,34,2000,2,1,0,0
2027860009,"1420 MORRIS AVE",1996,34,2000,1,1,0,0
2027860030,"1405 COLLEGE AVE",1992,34,2000,1,1,1,0
2027900057,"347 E 173RD ST",1992,14,2000,1,1,0,0
2027940042,"1704 MORRIS AVE",1991,14,2000,1,1,0,0
2027950042,"1745 EASTBURN AVE",1989,14,2000,2,2,2,0
2028000013,"176 E 176TH ST",1989,14,2000,4,3,2,1
2028020014,"220 MOUNT HOPE PL",1989,14,2000,1,1,1,0
2028020017,"226 TO 228 MOUNT HOPE PL",1989,14,2000,1,1,1,0
2028020046,"255 E 176TH ST",1999,14,2000,1,1,0,0
2028040052,"215 MOUNT HOPE PL",1989,14,2000,5,3,0,2
2028050001,"1860 MORRIS AVE",1991,14,2000,3,2,1,1
2028050016,"1855 GRAND CONCOURSE",1992,14,2000,1,1,0,0
2028050065,"111 MOUNT HOPE PL",1987,14,2000,1,1,0,0
2028060001,"105 E 177TH ST",2000,14,2000,1,1,1,0
2028060033,"1901 GRAND CONCOURSE",1996,14,2000,2,2,0,0
2028080032,"163 E 178TH ST",1991,14,2000,5,4,2,0
2028080066,"160 BUSH ST",1988,14,2000,2,2,2,0
2028090005,"1916 GRAND CONCOURSE",1992,14,2000,4,1,1,3
2028130001,"215 BUSH ST",1992,14,2000,1,1,1,0
2028140001,"307 TO 309 E TREMONT AVE",1995,14,2000,1,1,1,0
2028210032,"1560 GRAND CONCOURSE",1989,14,2000,2,2,1,0
2028230046,"1700 GRAND CONCOURSE",1993,14,2000,3,3,0,0
2028260051,"116 HENWOOD PL",1990,14,2000,4,4,2,0
2028260054,"1791 GRAND CONCOURSE",2000,14,2000,4,4,2,0
2028300005,"1310 TO 1312 SHERIDAN AVE",1990,34,2000,2,1,1,1
